TID: 00878a19fa7f0000, SID: 0, DID: 0, CID: 0, time stamp: 84, AID: 0, The ship created
TID: 00f7ff0ffa7f0000, SID: 4, DID: 0, CID: 0, time stamp: 235308, AID: 8, The ship destroyed
TID: 0097ff0cfa7f0000, SID: 17, DID: 1, CID: 782, time stamp: 235362, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 0, time stamp: 235400, AID: 1, The ship requested permission to dock
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 0, time stamp: 235406, AID: 2, The ship docked
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 0, time stamp: 235410, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 93, time stamp: 235413, AID: 4, The ship unloading its cargo
TID: 0057fdfaf97f0000, SID: 53, DID: 0, CID: 0, time stamp: 235588, AID: 8, The ship destroyed
TID: 00a77dfdf97f0000, SID: 48, DID: 4, CID: 807, time stamp: 236076, AID: 4, The ship unloading its cargo
TID: 0097fbecf97f0000, SID: 81, DID: 0, CID: 0, time stamp: 236741, AID: 1, The ship requested permission to dock
TID: 0097fbecf97f0000, SID: 81, DID: 0, CID: 0, time stamp: 236747, AID: 2, The ship docked
TID: 0097fbecf97f0000, SID: 81, DID: 0, CID: 0, time stamp: 236750, AID: 3, The ship requested permission to unload its cargo
TID: 0097fbecf97f0000, SID: 81, DID: 0, CID: 193, time stamp: 236753, AID: 4, The ship unloading its cargo
TID: 0097ff0cfa7f0000, SID: 17, DID: 1, CID: 893, time stamp: 237449, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 309, time stamp: 237456, AID: 4, The ship unloading its cargo
TID: 0017ff08fa7f0000, SID: 25, DID: 1, CID: 0, time stamp: 237779, AID: 7, The ship leaved the dock
TID: 00a77dfdf97f0000, SID: 48, DID: 4, CID: 837, time stamp: 238147, AID: 4, The ship unloading its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 3, CID: 0, time stamp: 238528, AID: 1, The ship requested permission to dock
TID: 0037ff09fa7f0000, SID: 23, DID: 3, CID: 0, time stamp: 238537, AID: 2, The ship docked
TID: 0037ff09fa7f0000, SID: 23, DID: 3, CID: 0, time stamp: 238541, AID: 3, The ship requested permission to unload its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 3, CID: 829, time stamp: 238545, AID: 4, The ship unloading its cargo
TID: 0077fdfbf97f0000, SID: 51, DID: 2, CID: 0, time stamp: 238613, AID: 1, The ship requested permission to dock
TID: 0077fdfbf97f0000, SID: 51, DID: 2, CID: 0, time stamp: 238619, AID: 2, The ship docked
TID: 0077fdfbf97f0000, SID: 51, DID: 0, CID: 0, time stamp: 238622, AID: 8, The ship destroyed
TID: 0097fbecf97f0000, SID: 81, DID: 0, CID: 0, time stamp: 238816, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097ff0cfa7f0000, SID: 17, DID: 1, CID: 916, time stamp: 239535, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 649, time stamp: 239539, AID: 4, The ship unloading its cargo
TID: 00a77dfdf97f0000, SID: 48, DID: 4, CID: 897, time stamp: 240217, AID: 4, The ship unloading its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 3, CID: 891, time stamp: 240619, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 0, time stamp: 241032, AID: 1, The ship requested permission to dock
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 0, time stamp: 241042, AID: 2, The ship docked
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 0, time stamp: 241046, AID: 3, The ship requested permission to unload its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 305, time stamp: 241050, AID: 4, The ship unloading its cargo
TID: 00477cf2f97f0000, SID: 70, DID: 4, CID: 0, time stamp: 241271, AID: 7, The ship leaved the dock
TID: 0097ff0cfa7f0000, SID: 17, DID: 1, CID: 939, time stamp: 241622, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 0, time stamp: 241643, AID: 1, The ship requested permission to dock
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 0, time stamp: 241654, AID: 2, The ship docked
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 0, time stamp: 241660, AID: 3, The ship requested permission to unload its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 135, time stamp: 241663, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 838, time stamp: 241672, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 0, time stamp: 241673, AID: 1, The ship requested permission to dock
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 0, time stamp: 241694, AID: 2, The ship docked
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 0, time stamp: 241698, AID: 3, The ship requested permission to unload its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 1, time stamp: 241701, AID: 4, The ship unloading its cargo
TID: 00a77dfdf97f0000, SID: 48, DID: 4, CID: 982, time stamp: 242287, AID: 4, The ship unloading its cargo
TID: 0037ff09fa7f0000, SID: 23, DID: 0, CID: 0, time stamp: 242697, AID: 8, The ship destroyed
TID: 00a77ae5f97f0000, SID: 96, DID: 1, CID: 0, time stamp: 242885, AID: 1, The ship requested permission to dock
TID: 00a77ae5f97f0000, SID: 96, DID: 1, CID: 0, time stamp: 242892, AID: 2, The ship docked
TID: 00a77ae5f97f0000, SID: 96, DID: 1, CID: 0, time stamp: 242895, AID: 3, The ship requested permission to unload its cargo
TID: 00a77ae5f97f0000, SID: 96, DID: 1, CID: 594, time stamp: 242898, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 376, time stamp: 243119, AID: 4, The ship unloading its cargo
TID: 0097ff0cfa7f0000, SID: 17, DID: 1, CID: 981, time stamp: 243704, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 197, time stamp: 243729, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 854, time stamp: 243744, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 157, time stamp: 243771, AID: 4, The ship unloading its cargo
TID: 00a77dfdf97f0000, SID: 48, DID: 0, CID: 0, time stamp: 244358, AID: 8, The ship destroyed
TID: 00a77ae5f97f0000, SID: 96, DID: 1, CID: 0, time stamp: 244963, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 419, time stamp: 245201, AID: 4, The ship unloading its cargo
TID: 0097ff0cfa7f0000, SID: 17, DID: 1, CID: 0, time stamp: 245780, AID: 5, The ship requested permission to load cargo from the dock
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 520, time stamp: 245794, AID: 4, The ship unloading its cargo
TID: 00d7fdfef97f0000, SID: 45, DID: 0, CID: 0, time stamp: 245815, AID: 8, The ship destroyed
TID: 0097fbecf97f0000, SID: 81, DID: 0, CID: 0, time stamp: 245839, AID: 7, The ship leaved the dock
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 485, time stamp: 245846, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 492, time stamp: 247283, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 691, time stamp: 247864, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 541, time stamp: 247936, AID: 4, The ship unloading its cargo
TID: 00b7ff0dfa7f0000, SID: 15, DID: 3, CID: 0, time stamp: 248251, AID: 1, The ship requested permission to dock
TID: 00b7ff0dfa7f0000, SID: 15, DID: 3, CID: 0, time stamp: 248261, AID: 2, The ship docked
TID: 00b7ff0dfa7f0000, SID: 15, DID: 3, CID: 0, time stamp: 248265, AID: 3, The ship requested permission to unload its cargo
TID: 00b7ff0dfa7f0000, SID: 15, DID: 3, CID: 621, time stamp: 248268, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 586, time stamp: 249362, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 724, time stamp: 249958, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 707, time stamp: 250022, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 0, time stamp: 250110, AID: 1, The ship requested permission to dock
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 0, time stamp: 250117, AID: 2, The ship docked
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 0, time stamp: 250120, AID: 3, The ship requested permission to unload its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 451, time stamp: 250123, AID: 4, The ship unloading its cargo
TID: 00b7ff0dfa7f0000, SID: 15, DID: 0, CID: 0, time stamp: 250345, AID: 8, The ship destroyed
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 0, time stamp: 250389, AID: 1, The ship requested permission to dock
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 0, time stamp: 250396, AID: 2, The ship docked
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 0, time stamp: 250400, AID: 3, The ship requested permission to unload its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 9, time stamp: 250403, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 668, time stamp: 251437, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 1, CID: 796, time stamp: 252026, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 790, time stamp: 252109, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 496, time stamp: 252184, AID: 4, The ship unloading its cargo
TID: 00770a19fa7f0000, SID: 1, DID: 1, CID: 0, time stamp: 252256, AID: 1, The ship requested permission to dock
TID: 00770a19fa7f0000, SID: 1, DID: 1, CID: 0, time stamp: 252260, AID: 2, The ship docked
TID: 00770a19fa7f0000, SID: 1, DID: 1, CID: 0, time stamp: 252263, AID: 3, The ship requested permission to unload its cargo
TID: 00770a19fa7f0000, SID: 1, DID: 1, CID: 97, time stamp: 252266, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 41, time stamp: 252465, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 815, time stamp: 253520, AID: 4, The ship unloading its cargo
TID: 0017fbe8f97f0000, SID: 89, DID: 0, CID: 0, time stamp: 254095, AID: 8, The ship destroyed
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 806, time stamp: 254192, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 530, time stamp: 254248, AID: 4, The ship unloading its cargo
TID: 00770a19fa7f0000, SID: 1, DID: 0, CID: 0, time stamp: 254325, AID: 8, The ship destroyed
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 76, time stamp: 254542, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 911, time stamp: 255599, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 842, time stamp: 256277, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 705, time stamp: 256317, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 165, time stamp: 256624, AID: 4, The ship unloading its cargo
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 0, time stamp: 257682, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677bebf97f0000, SID: 84, DID: 2, CID: 0, time stamp: 257705, AID: 7, The ship leaved the dock
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 0, time stamp: 258127, AID: 1, The ship requested permission to dock
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 0, time stamp: 258137, AID: 2, The ship docked
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 0, time stamp: 258141, AID: 3, The ship requested permission to unload its cargo
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 687, time stamp: 258144, AID: 4, The ship unloading its cargo
TID: 00c77e06fa7f0000, SID: 30, DID: 0, CID: 0, time stamp: 258149, AID: 1, The ship requested permission to dock
TID: 00c77e06fa7f0000, SID: 30, DID: 0, CID: 0, time stamp: 258156, AID: 2, The ship docked
TID: 00c77e06fa7f0000, SID: 30, DID: 0, CID: 0, time stamp: 258159, AID: 3, The ship requested permission to unload its cargo
TID: 00c77e06fa7f0000, SID: 30, DID: 0, CID: 187, time stamp: 258162, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 875, time stamp: 258360, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 729, time stamp: 258388, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 217, time stamp: 258705, AID: 4, The ship unloading its cargo
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 727, time stamp: 260219, AID: 4, The ship unloading its cargo
TID: 00c77e06fa7f0000, SID: 30, DID: 0, CID: 0, time stamp: 260226, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 919, time stamp: 260446, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 746, time stamp: 260457, AID: 4, The ship unloading its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 0, time stamp: 260576, AID: 1, The ship requested permission to dock
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 0, time stamp: 260586, AID: 2, The ship docked
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 0, time stamp: 260590, AID: 3, The ship requested permission to unload its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 36, time stamp: 260593, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 290, time stamp: 260781, AID: 4, The ship unloading its cargo
TID: 00877cf4f97f0000, SID: 66, DID: 3, CID: 0, time stamp: 261070, AID: 1, The ship requested permission to dock
TID: 00877cf4f97f0000, SID: 66, DID: 3, CID: 0, time stamp: 261089, AID: 2, The ship docked
TID: 00877cf4f97f0000, SID: 66, DID: 3, CID: 0, time stamp: 261093, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fe06fa7f0000, SID: 29, DID: 3, CID: 0, time stamp: 261096, AID: 1, The ship requested permission to dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 3, CID: 0, time stamp: 261108, AID: 2, The ship docked
TID: 00d7fe06fa7f0000, SID: 29, DID: 3, CID: 0, time stamp: 261114, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fe06fa7f0000, SID: 29, DID: 3, CID: 373, time stamp: 261120, AID: 4, The ship unloading its cargo
TID: 00877cf4f97f0000, SID: 66, DID: 3, CID: 652, time stamp: 261096, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 0, time stamp: 261163, AID: 1, The ship requested permission to dock
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 0, time stamp: 261173, AID: 2, The ship docked
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 0, time stamp: 261177, AID: 3, The ship requested permission to unload its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 141, time stamp: 261180, AID: 4, The ship unloading its cargo
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 0, time stamp: 262132, AID: 1, The ship requested permission to dock
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 0, time stamp: 262142, AID: 2, The ship docked
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 0, time stamp: 262146, AID: 3, The ship requested permission to unload its cargo
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 144, time stamp: 262149, AID: 4, The ship unloading its cargo
TID: 00877dfcf97f0000, SID: 50, DID: 1, CID: 0, time stamp: 262253, AID: 1, The ship requested permission to dock
TID: 00877dfcf97f0000, SID: 50, DID: 1, CID: 0, time stamp: 262288, AID: 2, The ship docked
TID: 00877dfcf97f0000, SID: 50, DID: 0, CID: 0, time stamp: 262292, AID: 8, The ship destroyed
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 0, time stamp: 262292, AID: 1, The ship requested permission to dock
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 0, time stamp: 262347, AID: 2, The ship docked
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 0, time stamp: 262353, AID: 3, The ship requested permission to unload its cargo
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 43, time stamp: 262356, AID: 4, The ship unloading its cargo
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 778, time stamp: 262300, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 900, time stamp: 262523, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 954, time stamp: 262531, AID: 4, The ship unloading its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 195, time stamp: 262659, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 302, time stamp: 262861, AID: 4, The ship unloading its cargo
TID: 00d7fe06fa7f0000, SID: 29, DID: 3, CID: 459, time stamp: 263188, AID: 4, The ship unloading its cargo
TID: 00877cf4f97f0000, SID: 66, DID: 0, CID: 0, time stamp: 263202, AID: 8, The ship destroyed
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 271, time stamp: 263276, AID: 4, The ship unloading its cargo
TID: 00f7fcf7f97f0000, SID: 59, DID: 1, CID: 0, time stamp: 263693, AID: 1, The ship requested permission to dock
TID: 00f7fcf7f97f0000, SID: 59, DID: 1, CID: 0, time stamp: 263703, AID: 2, The ship docked
TID: 00f7fcf7f97f0000, SID: 59, DID: 1, CID: 0, time stamp: 263707, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 184, time stamp: 264223, AID: 4, The ship unloading its cargo
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 295, time stamp: 264432, AID: 4, The ship unloading its cargo
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 787, time stamp: 264442, AID: 4, The ship unloading its cargo
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 0, time stamp: 264595, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 969, time stamp: 264620, AID: 4, The ship unloading its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 266, time stamp: 264727, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 402, time stamp: 264942, AID: 4, The ship unloading its cargo
TID: 00a77ae5f97f0000, SID: 96, DID: 1, CID: 0, time stamp: 265027, AID: 7, The ship leaved the dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 3, CID: 671, time stamp: 265259, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 353, time stamp: 265344, AID: 4, The ship unloading its cargo
TID: 0097ff0cfa7f0000, SID: 17, DID: 1, CID: 0, time stamp: 265848, AID: 7, The ship leaved the dock
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 0, time stamp: 266226, AID: 1, The ship requested permission to dock
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 0, time stamp: 266234, AID: 2, The ship docked
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 0, time stamp: 266237, AID: 3, The ship requested permission to unload its cargo
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 161, time stamp: 266240, AID: 4, The ship unloading its cargo
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 269, time stamp: 266299, AID: 4, The ship unloading its cargo
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 839, time stamp: 266509, AID: 4, The ship unloading its cargo
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 533, time stamp: 266516, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 971, time stamp: 266705, AID: 4, The ship unloading its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 319, time stamp: 266796, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 491, time stamp: 267015, AID: 4, The ship unloading its cargo
TID: 00d7fe06fa7f0000, SID: 29, DID: 0, CID: 0, time stamp: 267328, AID: 8, The ship destroyed
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 384, time stamp: 267407, AID: 4, The ship unloading its cargo
TID: 00677cf3f97f0000, SID: 68, DID: 2, CID: 0, time stamp: 267641, AID: 1, The ship requested permission to dock
TID: 00677cf3f97f0000, SID: 68, DID: 2, CID: 0, time stamp: 267648, AID: 2, The ship docked
TID: 00677cf3f97f0000, SID: 68, DID: 0, CID: 0, time stamp: 267651, AID: 8, The ship destroyed
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 220, time stamp: 268304, AID: 4, The ship unloading its cargo
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 369, time stamp: 268370, AID: 4, The ship unloading its cargo
TID: 00477beaf97f0000, SID: 86, DID: 0, CID: 0, time stamp: 268428, AID: 1, The ship requested permission to dock
TID: 00477beaf97f0000, SID: 86, DID: 0, CID: 0, time stamp: 268437, AID: 2, The ship docked
TID: 00477beaf97f0000, SID: 86, DID: 0, CID: 0, time stamp: 268441, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 894, time stamp: 268577, AID: 4, The ship unloading its cargo
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 574, time stamp: 268586, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 4, CID: 994, time stamp: 268789, AID: 4, The ship unloading its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 346, time stamp: 268864, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 599, time stamp: 269116, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 560, time stamp: 269474, AID: 4, The ship unloading its cargo
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 280, time stamp: 270373, AID: 4, The ship unloading its cargo
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 440, time stamp: 270439, AID: 4, The ship unloading its cargo
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 908, time stamp: 270646, AID: 4, The ship unloading its cargo
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 780, time stamp: 270665, AID: 4, The ship unloading its cargo
TID: 0037fdf9f97f0000, SID: 55, DID: 1, CID: 0, time stamp: 270701, AID: 1, The ship requested permission to dock
TID: 0037fdf9f97f0000, SID: 55, DID: 1, CID: 0, time stamp: 270707, AID: 2, The ship docked
TID: 0037fdf9f97f0000, SID: 55, DID: 1, CID: 0, time stamp: 270711, AID: 3, The ship requested permission to unload its cargo
TID: 0037fdf9f97f0000, SID: 55, DID: 1, CID: 218, time stamp: 270714, AID: 4, The ship unloading its cargo
TID: 0057fe02fa7f0000, SID: 37, DID: 0, CID: 0, time stamp: 270880, AID: 8, The ship destroyed
TID: 00e77f0ffa7f0000, SID: 12, DID: 4, CID: 0, time stamp: 270908, AID: 7, The ship leaved the dock
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 470, time stamp: 270932, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 1, CID: 656, time stamp: 271183, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 853, time stamp: 271543, AID: 4, The ship unloading its cargo
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 396, time stamp: 272437, AID: 4, The ship unloading its cargo
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 478, time stamp: 272503, AID: 4, The ship unloading its cargo
TID: 00d7fbeef97f0000, SID: 77, DID: 1, CID: 0, time stamp: 272668, AID: 1, The ship requested permission to dock
TID: 00d7fbeef97f0000, SID: 77, DID: 1, CID: 0, time stamp: 272678, AID: 2, The ship docked
TID: 00d7fbeef97f0000, SID: 77, DID: 1, CID: 0, time stamp: 272682, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fbeef97f0000, SID: 77, DID: 1, CID: 71, time stamp: 272685, AID: 4, The ship unloading its cargo
TID: 0077fcf3f97f0000, SID: 67, DID: 0, CID: 0, time stamp: 272715, AID: 8, The ship destroyed
TID: 00e77cf7f97f0000, SID: 60, DID: 1, CID: 0, time stamp: 272749, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fdf9f97f0000, SID: 55, DID: 1, CID: 625, time stamp: 272779, AID: 4, The ship unloading its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 597, time stamp: 273001, AID: 4, The ship unloading its cargo
TID: 00c77beef97f0000, SID: 78, DID: 0, CID: 0, time stamp: 273251, AID: 8, The ship destroyed
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 888, time stamp: 273609, AID: 4, The ship unloading its cargo
TID: 00170a16fa7f0000, SID: 8, DID: 0, CID: 0, time stamp: 273731, AID: 1, The ship requested permission to dock
TID: 00170a16fa7f0000, SID: 8, DID: 0, CID: 0, time stamp: 273738, AID: 2, The ship docked
TID: 00170a16fa7f0000, SID: 8, DID: 0, CID: 0, time stamp: 273741, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877ae4f97f0000, SID: 98, DID: 0, CID: 608, time stamp: 274505, AID: 4, The ship unloading its cargo
TID: 00077f08fa7f0000, SID: 26, DID: 1, CID: 527, time stamp: 274571, AID: 4, The ship unloading its cargo
TID: 00d7fbeef97f0000, SID: 77, DID: 1, CID: 173, time stamp: 274761, AID: 4, The ship unloading its cargo
TID: 0037fdf9f97f0000, SID: 55, DID: 1, CID: 651, time stamp: 274871, AID: 4, The ship unloading its cargo
TID: 0017fe00fa7f0000, SID: 41, DID: 0, CID: 602, time stamp: 275081, AID: 4, The ship unloading its cargo
TID: 00477dfaf97f0000, SID: 54, DID: 2, CID: 0, time stamp: 275415, AID: 1, The ship requested permission to dock
TID: 00477dfaf97f0000, SID: 54, DID: 2, CID: 0, time stamp: 275423, AID: 2, The ship docked
TID: 00477dfaf97f0000, SID: 54, DID: 2, CID: 0, time stamp: 275427, AID: 3, The ship requested permission to unload its cargo
TID: 00477dfaf97f0000, SID: 54, DID: 2, CID: 29, time stamp: 275430, AID: 4, The ship unloading its cargo
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 0, time stamp: 275677, AID: 5, The ship requested permission to load cargo from the dock
TID: 00370a17fa7f0000, SID: 6, DID: 3, CID: 0, time stamp: 275699, AID: 7, The ship leaved the dock
TID: 00278a16fa7f0000, SID: 7, DID: 4, CID: 0, time stamp: 276474, AID: 1, The ship requested permission to dock
TID: 00278a16fa7f0000, SID: 7, DID: 4, CID: 0, time stamp: 276485, AID: 2, The ship docked
