TID: 0067f23f1a7f0000, SID: 28, DID: 0, CID: 0, time stamp: 72, AID: 0, The ship created
TID: 00277e291a7f0000, SID: 29, DID: 3, CID: 514, time stamp: 226657, AID: 4, The ship unloading its cargo
TID: 00677a0b1a7f0000, SID: 86, DID: 0, CID: 0, time stamp: 228300, AID: 1, The ship requested permission to dock
TID: 00677a0b1a7f0000, SID: 86, DID: 0, CID: 0, time stamp: 228308, AID: 2, The ship docked
TID: 00677a0b1a7f0000, SID: 86, DID: 0, CID: 0, time stamp: 228313, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677a0b1a7f0000, SID: 86, DID: 0, CID: 0, time stamp: 228317, AID: 7, The ship leaved the dock
TID: 0017723d1a7f0000, SID: 17, DID: 1, CID: 168, time stamp: 228690, AID: 4, The ship unloading its cargo
TID: 0057723f1a7f0000, SID: 84, DID: 2, CID: 865, time stamp: 228711, AID: 4, The ship unloading its cargo
TID: 00277e291a7f0000, SID: 29, DID: 3, CID: 583, time stamp: 228748, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 0, time stamp: 229743, AID: 1, The ship requested permission to dock
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 0, time stamp: 229751, AID: 2, The ship docked
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 0, time stamp: 229757, AID: 3, The ship requested permission to unload its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 42, time stamp: 229760, AID: 4, The ship unloading its cargo
TID: 0017723d1a7f0000, SID: 17, DID: 1, CID: 191, time stamp: 230785, AID: 4, The ship unloading its cargo
TID: 0057723f1a7f0000, SID: 84, DID: 2, CID: 0, time stamp: 230809, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 2, CID: 0, time stamp: 230819, AID: 7, The ship leaved the dock
TID: 00277e291a7f0000, SID: 29, DID: 3, CID: 639, time stamp: 230842, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 75, time stamp: 231853, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 0, time stamp: 232300, AID: 1, The ship requested permission to dock
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 0, time stamp: 232307, AID: 2, The ship docked
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 0, time stamp: 232313, AID: 3, The ship requested permission to unload its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 286, time stamp: 232316, AID: 4, The ship unloading its cargo
TID: 0017723d1a7f0000, SID: 17, DID: 1, CID: 244, time stamp: 232883, AID: 4, The ship unloading its cargo
TID: 00277e291a7f0000, SID: 29, DID: 3, CID: 714, time stamp: 232902, AID: 4, The ship unloading its cargo
TID: 00c77b161a7f0000, SID: 30, DID: 0, CID: 0, time stamp: 233918, AID: 1, The ship requested permission to dock
TID: 00c77b161a7f0000, SID: 30, DID: 0, CID: 0, time stamp: 233925, AID: 2, The ship docked
TID: 00c77b161a7f0000, SID: 30, DID: 0, CID: 0, time stamp: 233932, AID: 3, The ship requested permission to unload its cargo
TID: 00c77b161a7f0000, SID: 30, DID: 0, CID: 600, time stamp: 233935, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 147, time stamp: 233950, AID: 4, The ship unloading its cargo
TID: 0057fa0a1a7f0000, SID: 7, DID: 4, CID: 0, time stamp: 234334, AID: 1, The ship requested permission to dock
TID: 0057fa0a1a7f0000, SID: 7, DID: 4, CID: 0, time stamp: 234342, AID: 2, The ship docked
TID: 0057fa0a1a7f0000, SID: 7, DID: 4, CID: 0, time stamp: 234347, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057fa0a1a7f0000, SID: 7, DID: 4, CID: 0, time stamp: 234351, AID: 7, The ship leaved the dock
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 363, time stamp: 234436, AID: 4, The ship unloading its cargo
TID: 0017723d1a7f0000, SID: 17, DID: 1, CID: 916, time stamp: 234977, AID: 4, The ship unloading its cargo
TID: 00277e291a7f0000, SID: 29, DID: 3, CID: 867, time stamp: 234996, AID: 4, The ship unloading its cargo
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 0, time stamp: 235897, AID: 1, The ship requested permission to dock
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 0, time stamp: 235904, AID: 2, The ship docked
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 0, time stamp: 235909, AID: 3, The ship requested permission to unload its cargo
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 218, time stamp: 235912, AID: 4, The ship unloading its cargo
TID: 00c77b161a7f0000, SID: 30, DID: 0, CID: 732, time stamp: 236042, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 163, time stamp: 236050, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 508, time stamp: 236531, AID: 4, The ship unloading its cargo
TID: 00d7fd261a7f0000, SID: 66, DID: 3, CID: 0, time stamp: 236615, AID: 1, The ship requested permission to dock
TID: 00d7fd261a7f0000, SID: 66, DID: 3, CID: 0, time stamp: 236623, AID: 2, The ship docked
TID: 00d7fd261a7f0000, SID: 66, DID: 3, CID: 0, time stamp: 236630, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fd261a7f0000, SID: 66, DID: 3, CID: 490, time stamp: 236634, AID: 4, The ship unloading its cargo
TID: 0017723d1a7f0000, SID: 17, DID: 1, CID: 0, time stamp: 237069, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277e291a7f0000, SID: 29, DID: 3, CID: 913, time stamp: 237075, AID: 4, The ship unloading its cargo
TID: 0017723d1a7f0000, SID: 17, DID: 1, CID: 0, time stamp: 237077, AID: 7, The ship leaved the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 397, time stamp: 238002, AID: 4, The ship unloading its cargo
TID: 00c77b161a7f0000, SID: 30, DID: 0, CID: 0, time stamp: 238157, AID: 5, The ship requested permission to load cargo from the dock
TID: 00c77b161a7f0000, SID: 30, DID: 0, CID: 0, time stamp: 238172, AID: 7, The ship leaved the dock
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 263, time stamp: 238159, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 0, time stamp: 238572, AID: 1, The ship requested permission to dock
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 0, time stamp: 238576, AID: 2, The ship docked
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 0, time stamp: 238581, AID: 3, The ship requested permission to unload its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 471, time stamp: 238584, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 695, time stamp: 238629, AID: 4, The ship unloading its cargo
TID: 00d7fd261a7f0000, SID: 66, DID: 3, CID: 638, time stamp: 238721, AID: 4, The ship unloading its cargo
TID: 00277e291a7f0000, SID: 29, DID: 3, CID: 964, time stamp: 239171, AID: 4, The ship unloading its cargo
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 520, time stamp: 240097, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 283, time stamp: 240252, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 506, time stamp: 240659, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 772, time stamp: 240726, AID: 4, The ship unloading its cargo
TID: 00d7fd261a7f0000, SID: 66, DID: 3, CID: 792, time stamp: 240797, AID: 4, The ship unloading its cargo
TID: 00277e291a7f0000, SID: 29, DID: 0, CID: 0, time stamp: 241246, AID: 8, The ship destroyed
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 756, time stamp: 242193, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 336, time stamp: 242348, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 575, time stamp: 242733, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 0, time stamp: 242819, AID: 1, The ship requested permission to dock
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 0, time stamp: 242827, AID: 2, The ship docked
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 0, time stamp: 242833, AID: 3, The ship requested permission to unload its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 127, time stamp: 242836, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 853, time stamp: 242845, AID: 4, The ship unloading its cargo
TID: 00d7fd261a7f0000, SID: 66, DID: 0, CID: 0, time stamp: 242871, AID: 8, The ship destroyed
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 0, time stamp: 243198, AID: 1, The ship requested permission to dock
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 0, time stamp: 243207, AID: 2, The ship docked
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 0, time stamp: 243212, AID: 3, The ship requested permission to unload its cargo
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 551, time stamp: 243216, AID: 4, The ship unloading its cargo
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 0, time stamp: 244287, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 1, CID: 0, time stamp: 244297, AID: 7, The ship leaved the dock
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 398, time stamp: 244441, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 789, time stamp: 244809, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 904, time stamp: 244921, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 190, time stamp: 244943, AID: 4, The ship unloading its cargo
TID: 00b7fa0d1a7f0000, SID: 50, DID: 1, CID: 0, time stamp: 245294, AID: 1, The ship requested permission to dock
TID: 00b7fa0d1a7f0000, SID: 50, DID: 1, CID: 0, time stamp: 245301, AID: 2, The ship docked
TID: 00b7fa0d1a7f0000, SID: 50, DID: 0, CID: 0, time stamp: 245306, AID: 8, The ship destroyed
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 716, time stamp: 245308, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 573, time stamp: 246533, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 836, time stamp: 246927, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 963, time stamp: 246987, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 242, time stamp: 247004, AID: 4, The ship unloading its cargo
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 758, time stamp: 247386, AID: 4, The ship unloading its cargo
TID: 00877a0c1a7f0000, SID: 2, DID: 2, CID: 0, time stamp: 248297, AID: 1, The ship requested permission to dock
TID: 00877a0c1a7f0000, SID: 2, DID: 2, CID: 0, time stamp: 248304, AID: 2, The ship docked
TID: 00877a0c1a7f0000, SID: 2, DID: 2, CID: 0, time stamp: 248309, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877a0c1a7f0000, SID: 2, DID: 2, CID: 0, time stamp: 248333, AID: 7, The ship leaved the dock
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 601, time stamp: 248625, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 0, time stamp: 248820, AID: 1, The ship requested permission to dock
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 0, time stamp: 248824, AID: 2, The ship docked
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 0, time stamp: 248830, AID: 3, The ship requested permission to unload its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 144, time stamp: 248833, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 864, time stamp: 249001, AID: 4, The ship unloading its cargo
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 0, time stamp: 249055, AID: 5, The ship requested permission to load cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 3, CID: 0, time stamp: 249067, AID: 7, The ship leaved the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 323, time stamp: 249097, AID: 4, The ship unloading its cargo
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 0, time stamp: 249460, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277c191a7f0000, SID: 54, DID: 2, CID: 0, time stamp: 249466, AID: 7, The ship leaved the dock
TID: 00677b131a7f0000, SID: 25, DID: 0, CID: 0, time stamp: 249648, AID: 1, The ship requested permission to dock
TID: 00677b131a7f0000, SID: 25, DID: 0, CID: 0, time stamp: 249652, AID: 2, The ship docked
TID: 00677b131a7f0000, SID: 25, DID: 0, CID: 0, time stamp: 249657, AID: 3, The ship requested permission to unload its cargo
TID: 00677b131a7f0000, SID: 25, DID: 0, CID: 871, time stamp: 249660, AID: 4, The ship unloading its cargo
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 0, time stamp: 250372, AID: 1, The ship requested permission to dock
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 0, time stamp: 250379, AID: 2, The ship docked
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 0, time stamp: 250384, AID: 3, The ship requested permission to unload its cargo
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 214, time stamp: 250387, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 855, time stamp: 250717, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 153, time stamp: 250890, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 1, CID: 989, time stamp: 251094, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 355, time stamp: 251187, AID: 4, The ship unloading its cargo
TID: 00677b131a7f0000, SID: 25, DID: 0, CID: 899, time stamp: 251726, AID: 4, The ship unloading its cargo
TID: 00a77a0d1a7f0000, SID: 21, DID: 4, CID: 0, time stamp: 252359, AID: 1, The ship requested permission to dock
TID: 00a77a0d1a7f0000, SID: 21, DID: 4, CID: 0, time stamp: 252366, AID: 2, The ship docked
TID: 00a77a0d1a7f0000, SID: 21, DID: 0, CID: 0, time stamp: 252371, AID: 8, The ship destroyed
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 241, time stamp: 252448, AID: 4, The ship unloading its cargo
TID: 0057fc1a1a7f0000, SID: 77, DID: 1, CID: 0, time stamp: 252592, AID: 1, The ship requested permission to dock
TID: 0057fc1a1a7f0000, SID: 77, DID: 1, CID: 0, time stamp: 252600, AID: 2, The ship docked
TID: 0057fc1a1a7f0000, SID: 77, DID: 1, CID: 0, time stamp: 252605, AID: 3, The ship requested permission to unload its cargo
TID: 0057fc1a1a7f0000, SID: 77, DID: 1, CID: 718, time stamp: 252609, AID: 4, The ship unloading its cargo
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 0, time stamp: 252775, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 4, CID: 0, time stamp: 252780, AID: 7, The ship leaved the dock
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 184, time stamp: 252944, AID: 4, The ship unloading its cargo
TID: 00d7fc1e1a7f0000, SID: 78, DID: 0, CID: 0, time stamp: 253157, AID: 8, The ship destroyed
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 587, time stamp: 253282, AID: 4, The ship unloading its cargo
TID: 00677b131a7f0000, SID: 25, DID: 0, CID: 993, time stamp: 253817, AID: 4, The ship unloading its cargo
TID: 00a77b151a7f0000, SID: 8, DID: 0, CID: 0, time stamp: 254235, AID: 1, The ship requested permission to dock
TID: 00a77b151a7f0000, SID: 8, DID: 0, CID: 0, time stamp: 254239, AID: 2, The ship docked
TID: 00a77b151a7f0000, SID: 8, DID: 0, CID: 0, time stamp: 254244, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77b151a7f0000, SID: 8, DID: 0, CID: 0, time stamp: 254248, AID: 7, The ship leaved the dock
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 389, time stamp: 254536, AID: 4, The ship unloading its cargo
TID: 0057fc1a1a7f0000, SID: 77, DID: 1, CID: 780, time stamp: 254701, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 217, time stamp: 255001, AID: 4, The ship unloading its cargo
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 0, time stamp: 255038, AID: 1, The ship requested permission to dock
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 0, time stamp: 255046, AID: 2, The ship docked
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 0, time stamp: 255053, AID: 3, The ship requested permission to unload its cargo
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 577, time stamp: 255056, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 719, time stamp: 255343, AID: 4, The ship unloading its cargo
TID: 00677b131a7f0000, SID: 25, DID: 0, CID: 0, time stamp: 255908, AID: 8, The ship destroyed
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 428, time stamp: 256626, AID: 4, The ship unloading its cargo
TID: 0057fc1a1a7f0000, SID: 77, DID: 1, CID: 845, time stamp: 256793, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 269, time stamp: 257059, AID: 4, The ship unloading its cargo
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 863, time stamp: 257120, AID: 4, The ship unloading its cargo
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 0, time stamp: 257170, AID: 1, The ship requested permission to dock
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 0, time stamp: 257174, AID: 2, The ship docked
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 0, time stamp: 257180, AID: 3, The ship requested permission to unload its cargo
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 205, time stamp: 257183, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 813, time stamp: 257439, AID: 4, The ship unloading its cargo
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 0, time stamp: 257946, AID: 1, The ship requested permission to dock
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 0, time stamp: 257953, AID: 2, The ship docked
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 0, time stamp: 257958, AID: 3, The ship requested permission to unload its cargo
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 111, time stamp: 257961, AID: 4, The ship unloading its cargo
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 607, time stamp: 258715, AID: 4, The ship unloading its cargo
TID: 0057fc1a1a7f0000, SID: 77, DID: 0, CID: 0, time stamp: 258889, AID: 8, The ship destroyed
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 314, time stamp: 259117, AID: 4, The ship unloading its cargo
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 922, time stamp: 259213, AID: 4, The ship unloading its cargo
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 298, time stamp: 259239, AID: 4, The ship unloading its cargo
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 0, time stamp: 259345, AID: 1, The ship requested permission to dock
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 0, time stamp: 259349, AID: 2, The ship docked
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 0, time stamp: 259355, AID: 3, The ship requested permission to unload its cargo
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 394, time stamp: 259358, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 877, time stamp: 259533, AID: 4, The ship unloading its cargo
TID: 00e77b171a7f0000, SID: 70, DID: 3, CID: 0, time stamp: 259629, AID: 1, The ship requested permission to dock
TID: 00e77b171a7f0000, SID: 70, DID: 3, CID: 0, time stamp: 259652, AID: 2, The ship docked
TID: 00e77b171a7f0000, SID: 70, DID: 3, CID: 0, time stamp: 259660, AID: 5, The ship requested permission to load cargo from the dock
TID: 00e77b171a7f0000, SID: 70, DID: 3, CID: 0, time stamp: 259664, AID: 7, The ship leaved the dock
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 145, time stamp: 260050, AID: 4, The ship unloading its cargo
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 710, time stamp: 260811, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 369, time stamp: 261197, AID: 4, The ship unloading its cargo
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 0, time stamp: 261240, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077fc1b1a7f0000, SID: 59, DID: 1, CID: 0, time stamp: 261259, AID: 7, The ship leaved the dock
TID: 0097fb141a7f0000, SID: 47, DID: 1, CID: 0, time stamp: 261286, AID: 1, The ship requested permission to dock
TID: 0097fb141a7f0000, SID: 47, DID: 1, CID: 0, time stamp: 261294, AID: 2, The ship docked
TID: 0097fb141a7f0000, SID: 47, DID: 0, CID: 0, time stamp: 261297, AID: 8, The ship destroyed
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 640, time stamp: 261334, AID: 4, The ship unloading its cargo
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 437, time stamp: 261417, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 937, time stamp: 261637, AID: 4, The ship unloading its cargo
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 170, time stamp: 262138, AID: 4, The ship unloading its cargo
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 0, time stamp: 262900, AID: 5, The ship requested permission to load cargo from the dock
TID: 00c77d261a7f0000, SID: 98, DID: 0, CID: 0, time stamp: 262908, AID: 7, The ship leaved the dock
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 408, time stamp: 263285, AID: 4, The ship unloading its cargo
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 891, time stamp: 263408, AID: 4, The ship unloading its cargo
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 481, time stamp: 263471, AID: 4, The ship unloading its cargo
TID: 00477e2a1a7f0000, SID: 41, DID: 0, CID: 0, time stamp: 263729, AID: 8, The ship destroyed
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 227, time stamp: 264230, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 478, time stamp: 265378, AID: 4, The ship unloading its cargo
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 0, time stamp: 265502, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fe291a7f0000, SID: 57, DID: 3, CID: 0, time stamp: 265512, AID: 7, The ship leaved the dock
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 592, time stamp: 265527, AID: 4, The ship unloading its cargo
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 284, time stamp: 266321, AID: 4, The ship unloading its cargo
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 0, time stamp: 267137, AID: 1, The ship requested permission to dock
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 0, time stamp: 267144, AID: 2, The ship docked
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 0, time stamp: 267150, AID: 3, The ship requested permission to unload its cargo
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 173, time stamp: 267152, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 527, time stamp: 267468, AID: 4, The ship unloading its cargo
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 747, time stamp: 267621, AID: 4, The ship unloading its cargo
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 304, time stamp: 268411, AID: 4, The ship unloading its cargo
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 574, time stamp: 269232, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 580, time stamp: 269559, AID: 4, The ship unloading its cargo
TID: 00e77e2f1a7f0000, SID: 82, DID: 4, CID: 0, time stamp: 269718, AID: 1, The ship requested permission to dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 4, CID: 0, time stamp: 269726, AID: 2, The ship docked
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 887, time stamp: 269752, AID: 4, The ship unloading its cargo
TID: 00e77e2f1a7f0000, SID: 82, DID: 4, CID: 0, time stamp: 269756, AID: 3, The ship requested permission to unload its cargo
TID: 00e77e2f1a7f0000, SID: 82, DID: 4, CID: 708, time stamp: 269774, AID: 4, The ship unloading its cargo
TID: 0017fb101a7f0000, SID: 43, DID: 4, CID: 0, time stamp: 270335, AID: 1, The ship requested permission to dock
TID: 0017fb101a7f0000, SID: 43, DID: 4, CID: 0, time stamp: 270342, AID: 2, The ship docked
TID: 0017fb101a7f0000, SID: 43, DID: 4, CID: 0, time stamp: 270346, AID: 5, The ship requested permission to load cargo from the dock
TID: 0017fb101a7f0000, SID: 43, DID: 4, CID: 0, time stamp: 270349, AID: 7, The ship leaved the dock
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 365, time stamp: 270466, AID: 4, The ship unloading its cargo
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 641, time stamp: 271321, AID: 4, The ship unloading its cargo
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 730, time stamp: 271650, AID: 4, The ship unloading its cargo
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 975, time stamp: 271847, AID: 4, The ship unloading its cargo
TID: 00e77e2f1a7f0000, SID: 82, DID: 4, CID: 768, time stamp: 271869, AID: 4, The ship unloading its cargo
TID: 0047f23e1a7f0000, SID: 0, DID: 2, CID: 0, time stamp: 271988, AID: 1, The ship requested permission to dock
TID: 0047f23e1a7f0000, SID: 0, DID: 2, CID: 0, time stamp: 271995, AID: 2, The ship docked
TID: 0047f23e1a7f0000, SID: 0, DID: 2, CID: 0, time stamp: 272001, AID: 3, The ship requested permission to unload its cargo
TID: 0047f23e1a7f0000, SID: 0, DID: 2, CID: 13, time stamp: 272004, AID: 4, The ship unloading its cargo
TID: 00f7fd271a7f0000, SID: 67, DID: 0, CID: 0, time stamp: 272556, AID: 8, The ship destroyed
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 0, time stamp: 273409, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 1, CID: 0, time stamp: 273418, AID: 7, The ship leaved the dock
TID: 0017fe281a7f0000, SID: 26, DID: 1, CID: 869, time stamp: 273742, AID: 4, The ship unloading its cargo
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 0, time stamp: 273943, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fd251a7f0000, SID: 93, DID: 0, CID: 0, time stamp: 273953, AID: 7, The ship leaved the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 4, CID: 988, time stamp: 273962, AID: 4, The ship unloading its cargo
